"time","steps","date","wday","hour","minute","month"
2014-12-20 08:15:00,0,"2014-12-20","Sat",8,15,12
2014-12-20 08:30:00,0,"2014-12-20","Sat",8,30,12
2014-12-20 08:45:00,0,"2014-12-20","Sat",8,45,12
2014-12-20 09:00:00,0,"2014-12-20","Sat",9,0,12
2014-12-20 09:15:00,0,"2014-12-20","Sat",9,15,12
2014-12-20 09:30:00,0,"2014-12-20","Sat",9,30,12
2014-12-20 09:45:00,0,"2014-12-20","Sat",9,45,12
2014-12-20 10:00:00,0,"2014-12-20","Sat",10,0,12
2014-12-20 10:15:00,0,"2014-12-20","Sat",10,15,12
2014-12-20 10:30:00,0,"2014-12-20","Sat",10,30,12
2014-12-20 10:45:00,0,"2014-12-20","Sat",10,45,12
2014-12-20 11:00:00,0,"2014-12-20","Sat",11,0,12
2014-12-20 11:15:00,0,"2014-12-20","Sat",11,15,12
2014-12-20 11:30:00,0,"2014-12-20","Sat",11,30,12
2014-12-20 11:45:00,0,"2014-12-20","Sat",11,45,12
2014-12-20 12:00:00,0,"2014-12-20","Sat",12,0,12
2014-12-20 12:15:00,0,"2014-12-20","Sat",12,15,12
2014-12-20 12:30:00,0,"2014-12-20","Sat",12,30,12
2014-12-20 12:45:00,0,"2014-12-20","Sat",12,45,12
2014-12-20 13:00:00,0,"2014-12-20","Sat",13,0,12
2014-12-20 13:15:00,0,"2014-12-20","Sat",13,15,12
2014-12-20 13:30:00,0,"2014-12-20","Sat",13,30,12
2014-12-20 13:45:00,0,"2014-12-20","Sat",13,45,12
2014-12-20 14:00:00,0,"2014-12-20","Sat",14,0,12
2014-12-20 14:15:00,0,"2014-12-20","Sat",14,15,12
2014-12-20 14:30:00,0,"2014-12-20","Sat",14,30,12
2014-12-20 14:45:00,0,"2014-12-20","Sat",14,45,12
2014-12-20 15:00:00,0,"2014-12-20","Sat",15,0,12
2014-12-20 15:15:00,0,"2014-12-20","Sat",15,15,12
2014-12-20 15:30:00,0,"2014-12-20","Sat",15,30,12
2014-12-20 15:45:00,0,"2014-12-20","Sat",15,45,12
2014-12-20 16:00:00,0,"2014-12-20","Sat",16,0,12
2014-12-20 16:15:00,0,"2014-12-20","Sat",16,15,12
2014-12-20 16:30:00,0,"2014-12-20","Sat",16,30,12
2014-12-20 16:45:00,0,"2014-12-20","Sat",16,45,12
2014-12-20 17:00:00,0,"2014-12-20","Sat",17,0,12
2014-12-20 17:15:00,0,"2014-12-20","Sat",17,15,12
2014-12-20 17:30:00,0,"2014-12-20","Sat",17,30,12
2014-12-20 17:45:00,0,"2014-12-20","Sat",17,45,12
2014-12-20 18:00:00,0,"2014-12-20","Sat",18,0,12
2014-12-20 18:15:00,0,"2014-12-20","Sat",18,15,12
2014-12-20 18:30:00,0,"2014-12-20","Sat",18,30,12
2014-12-20 18:45:00,0,"2014-12-20","Sat",18,45,12
2014-12-20 19:00:00,0,"2014-12-20","Sat",19,0,12
2014-12-20 19:15:00,0,"2014-12-20","Sat",19,15,12
2014-12-20 19:30:00,0,"2014-12-20","Sat",19,30,12
2014-12-20 19:45:00,0,"2014-12-20","Sat",19,45,12
2014-12-20 20:00:00,0,"2014-12-20","Sat",20,0,12
2014-12-20 20:15:00,0,"2014-12-20","Sat",20,15,12
2014-12-20 20:30:00,0,"2014-12-20","Sat",20,30,12
2014-12-20 20:45:00,0,"2014-12-20","Sat",20,45,12
2014-12-20 21:00:00,0,"2014-12-20","Sat",21,0,12
2014-12-20 21:15:00,0,"2014-12-20","Sat",21,15,12
2014-12-20 21:30:00,0,"2014-12-20","Sat",21,30,12
2014-12-20 21:45:00,0,"2014-12-20","Sat",21,45,12
2014-12-20 22:00:00,0,"2014-12-20","Sat",22,0,12
2014-12-20 22:15:00,0,"2014-12-20","Sat",22,15,12
2014-12-20 22:30:00,0,"2014-12-20","Sat",22,30,12
2014-12-20 22:45:00,0,"2014-12-20","Sat",22,45,12
2014-12-20 23:00:00,0,"2014-12-20","Sat",23,0,12
2014-12-20 23:15:00,0,"2014-12-20","Sat",23,15,12
2014-12-20 23:30:00,0,"2014-12-20","Sat",23,30,12
2014-12-20 23:45:00,0,"2014-12-20","Sat",23,45,12
2014-12-21 00:00:00,0,"2014-12-21","Sun",0,0,12
2014-12-21 00:15:00,0,"2014-12-21","Sun",0,15,12
2014-12-21 00:30:00,0,"2014-12-21","Sun",0,30,12
2014-12-21 00:45:00,0,"2014-12-21","Sun",0,45,12
2014-12-21 01:00:00,0,"2014-12-21","Sun",1,0,12
2014-12-21 01:15:00,0,"2014-12-21","Sun",1,15,12
2014-12-21 01:30:00,0,"2014-12-21","Sun",1,30,12
2014-12-21 01:45:00,0,"2014-12-21","Sun",1,45,12
2014-12-21 02:00:00,0,"2014-12-21","Sun",2,0,12
2014-12-21 02:15:00,0,"2014-12-21","Sun",2,15,12
2014-12-21 02:30:00,0,"2014-12-21","Sun",2,30,12
2014-12-21 02:45:00,0,"2014-12-21","Sun",2,45,12
2014-12-21 03:00:00,0,"2014-12-21","Sun",3,0,12
2014-12-21 03:15:00,0,"2014-12-21","Sun",3,15,12
2014-12-21 03:30:00,0,"2014-12-21","Sun",3,30,12
2014-12-21 03:45:00,0,"2014-12-21","Sun",3,45,12
2014-12-21 04:00:00,0,"2014-12-21","Sun",4,0,12
2014-12-21 04:15:00,0,"2014-12-21","Sun",4,15,12
2014-12-21 04:30:00,0,"2014-12-21","Sun",4,30,12
2014-12-21 04:45:00,0,"2014-12-21","Sun",4,45,12
2014-12-21 05:00:00,0,"2014-12-21","Sun",5,0,12
2014-12-21 05:15:00,0,"2014-12-21","Sun",5,15,12
2014-12-21 05:30:00,0,"2014-12-21","Sun",5,30,12
2014-12-21 05:45:00,0,"2014-12-21","Sun",5,45,12
2014-12-21 06:00:00,0,"2014-12-21","Sun",6,0,12
2014-12-21 06:15:00,0,"2014-12-21","Sun",6,15,12
2014-12-21 06:30:00,0,"2014-12-21","Sun",6,30,12
2014-12-21 06:45:00,0,"2014-12-21","Sun",6,45,12
2014-12-21 07:00:00,0,"2014-12-21","Sun",7,0,12
2014-12-21 07:15:00,0,"2014-12-21","Sun",7,15,12
2014-12-21 07:30:00,0,"2014-12-21","Sun",7,30,12
2014-12-21 07:45:00,0,"2014-12-21","Sun",7,45,12
2014-12-21 08:00:00,0,"2014-12-21","Sun",8,0,12
2014-12-21 08:15:00,0,"2014-12-21","Sun",8,15,12
2014-12-21 08:30:00,0,"2014-12-21","Sun",8,30,12
2014-12-21 08:45:00,0,"2014-12-21","Sun",8,45,12
2014-12-21 09:00:00,0,"2014-12-21","Sun",9,0,12
2014-12-21 09:15:00,0,"2014-12-21","Sun",9,15,12
2014-12-21 09:30:00,0,"2014-12-21","Sun",9,30,12
2014-12-21 09:45:00,0,"2014-12-21","Sun",9,45,12
2014-12-21 10:00:00,0,"2014-12-21","Sun",10,0,12
2014-12-21 10:15:00,0,"2014-12-21","Sun",10,15,12
2014-12-21 10:30:00,0,"2014-12-21","Sun",10,30,12
2014-12-21 10:45:00,0,"2014-12-21","Sun",10,45,12
2014-12-21 11:00:00,0,"2014-12-21","Sun",11,0,12
2014-12-21 11:15:00,0,"2014-12-21","Sun",11,15,12
2014-12-21 11:30:00,0,"2014-12-21","Sun",11,30,12
2014-12-21 11:45:00,0,"2014-12-21","Sun",11,45,12
2014-12-21 12:00:00,0,"2014-12-21","Sun",12,0,12
2014-12-21 12:15:00,0,"2014-12-21","Sun",12,15,12
2014-12-21 12:30:00,0,"2014-12-21","Sun",12,30,12
2014-12-21 12:45:00,0,"2014-12-21","Sun",12,45,12
2014-12-21 13:00:00,0,"2014-12-21","Sun",13,0,12
2014-12-21 13:15:00,0,"2014-12-21","Sun",13,15,12
2014-12-21 13:30:00,0,"2014-12-21","Sun",13,30,12
2014-12-21 13:45:00,0,"2014-12-21","Sun",13,45,12
2014-12-21 14:00:00,0,"2014-12-21","Sun",14,0,12
2014-12-21 14:15:00,0,"2014-12-21","Sun",14,15,12
2014-12-21 14:30:00,0,"2014-12-21","Sun",14,30,12
2014-12-21 14:45:00,0,"2014-12-21","Sun",14,45,12
2014-12-21 15:00:00,0,"2014-12-21","Sun",15,0,12
2014-12-21 15:15:00,0,"2014-12-21","Sun",15,15,12
2014-12-21 15:30:00,0,"2014-12-21","Sun",15,30,12
2014-12-21 15:45:00,0,"2014-12-21","Sun",15,45,12
2014-12-21 16:00:00,0,"2014-12-21","Sun",16,0,12
2014-12-21 16:15:00,0,"2014-12-21","Sun",16,15,12
2014-12-21 16:30:00,0,"2014-12-21","Sun",16,30,12
2014-12-21 16:45:00,0,"2014-12-21","Sun",16,45,12
2014-12-21 17:00:00,0,"2014-12-21","Sun",17,0,12
2014-12-21 17:15:00,0,"2014-12-21","Sun",17,15,12
2014-12-21 17:30:00,0,"2014-12-21","Sun",17,30,12
2014-12-21 17:45:00,0,"2014-12-21","Sun",17,45,12
2014-12-21 18:00:00,0,"2014-12-21","Sun",18,0,12
2014-12-21 18:15:00,0,"2014-12-21","Sun",18,15,12
2014-12-21 18:30:00,0,"2014-12-21","Sun",18,30,12
2014-12-21 18:45:00,0,"2014-12-21","Sun",18,45,12
2014-12-21 19:00:00,0,"2014-12-21","Sun",19,0,12
2014-12-21 19:15:00,0,"2014-12-21","Sun",19,15,12
2014-12-21 19:30:00,0,"2014-12-21","Sun",19,30,12
2014-12-21 19:45:00,0,"2014-12-21","Sun",19,45,12
2014-12-21 20:00:00,0,"2014-12-21","Sun",20,0,12
2014-12-21 20:15:00,0,"2014-12-21","Sun",20,15,12
2014-12-21 20:30:00,0,"2014-12-21","Sun",20,30,12
2014-12-21 20:45:00,0,"2014-12-21","Sun",20,45,12
2014-12-21 21:00:00,0,"2014-12-21","Sun",21,0,12
2014-12-21 21:15:00,0,"2014-12-21","Sun",21,15,12
2014-12-21 21:30:00,0,"2014-12-21","Sun",21,30,12
2014-12-21 21:45:00,0,"2014-12-21","Sun",21,45,12
2014-12-21 22:00:00,0,"2014-12-21","Sun",22,0,12
2014-12-21 22:15:00,0,"2014-12-21","Sun",22,15,12
2014-12-21 22:30:00,0,"2014-12-21","Sun",22,30,12
2014-12-21 22:45:00,0,"2014-12-21","Sun",22,45,12
2014-12-21 23:00:00,0,"2014-12-21","Sun",23,0,12
2014-12-21 23:15:00,0,"2014-12-21","Sun",23,15,12
2014-12-21 23:30:00,0,"2014-12-21","Sun",23,30,12
2014-12-21 23:45:00,0,"2014-12-21","Sun",23,45,12
2014-12-22 00:00:00,0,"2014-12-22","Mon",0,0,12
2014-12-22 00:15:00,0,"2014-12-22","Mon",0,15,12
2014-12-22 00:30:00,0,"2014-12-22","Mon",0,30,12
2014-12-22 00:45:00,0,"2014-12-22","Mon",0,45,12
2014-12-22 01:00:00,0,"2014-12-22","Mon",1,0,12
2014-12-22 01:15:00,0,"2014-12-22","Mon",1,15,12
2014-12-22 01:30:00,0,"2014-12-22","Mon",1,30,12
2014-12-22 01:45:00,0,"2014-12-22","Mon",1,45,12
2014-12-22 02:00:00,0,"2014-12-22","Mon",2,0,12
2014-12-22 02:15:00,0,"2014-12-22","Mon",2,15,12
2014-12-22 02:30:00,0,"2014-12-22","Mon",2,30,12
2014-12-22 02:45:00,0,"2014-12-22","Mon",2,45,12
2014-12-22 03:00:00,0,"2014-12-22","Mon",3,0,12
2014-12-22 03:15:00,0,"2014-12-22","Mon",3,15,12
2014-12-22 03:30:00,0,"2014-12-22","Mon",3,30,12
2014-12-22 03:45:00,0,"2014-12-22","Mon",3,45,12
2014-12-22 04:00:00,0,"2014-12-22","Mon",4,0,12
2014-12-22 04:15:00,0,"2014-12-22","Mon",4,15,12
2014-12-22 04:30:00,0,"2014-12-22","Mon",4,30,12
2014-12-22 04:45:00,0,"2014-12-22","Mon",4,45,12
2014-12-22 05:00:00,0,"2014-12-22","Mon",5,0,12
2014-12-22 05:15:00,0,"2014-12-22","Mon",5,15,12
2014-12-22 05:30:00,0,"2014-12-22","Mon",5,30,12
2014-12-22 05:45:00,0,"2014-12-22","Mon",5,45,12
2014-12-22 06:00:00,0,"2014-12-22","Mon",6,0,12
2014-12-22 06:15:00,0,"2014-12-22","Mon",6,15,12
2014-12-22 06:30:00,0,"2014-12-22","Mon",6,30,12
2014-12-22 06:45:00,0,"2014-12-22","Mon",6,45,12
2014-12-22 07:00:00,0,"2014-12-22","Mon",7,0,12
2014-12-22 07:15:00,0,"2014-12-22","Mon",7,15,12
2014-12-22 07:30:00,0,"2014-12-22","Mon",7,30,12
2014-12-22 07:45:00,0,"2014-12-22","Mon",7,45,12
2014-12-22 08:00:00,0,"2014-12-22","Mon",8,0,12
2014-12-22 08:15:00,0,"2014-12-22","Mon",8,15,12
2014-12-22 08:30:00,0,"2014-12-22","Mon",8,30,12
2014-12-22 08:45:00,0,"2014-12-22","Mon",8,45,12
2014-12-22 09:00:00,0,"2014-12-22","Mon",9,0,12
2014-12-22 09:15:00,0,"2014-12-22","Mon",9,15,12
2014-12-22 09:30:00,0,"2014-12-22","Mon",9,30,12
2014-12-22 09:45:00,0,"2014-12-22","Mon",9,45,12
2014-12-22 10:00:00,0,"2014-12-22","Mon",10,0,12
2014-12-22 10:15:00,0,"2014-12-22","Mon",10,15,12
2014-12-22 10:30:00,0,"2014-12-22","Mon",10,30,12
2014-12-22 10:45:00,0,"2014-12-22","Mon",10,45,12
2014-12-22 11:00:00,0,"2014-12-22","Mon",11,0,12
2014-12-22 11:15:00,0,"2014-12-22","Mon",11,15,12
2014-12-22 11:30:00,0,"2014-12-22","Mon",11,30,12
2014-12-22 11:45:00,0,"2014-12-22","Mon",11,45,12
2014-12-22 12:00:00,0,"2014-12-22","Mon",12,0,12
2014-12-22 12:15:00,0,"2014-12-22","Mon",12,15,12
2014-12-22 12:30:00,0,"2014-12-22","Mon",12,30,12
2014-12-22 12:45:00,0,"2014-12-22","Mon",12,45,12
2014-12-22 13:00:00,0,"2014-12-22","Mon",13,0,12
2014-12-22 13:15:00,0,"2014-12-22","Mon",13,15,12
2014-12-22 13:30:00,0,"2014-12-22","Mon",13,30,12
2014-12-22 13:45:00,0,"2014-12-22","Mon",13,45,12
2014-12-22 14:00:00,0,"2014-12-22","Mon",14,0,12
2014-12-22 14:15:00,0,"2014-12-22","Mon",14,15,12
2014-12-22 14:30:00,0,"2014-12-22","Mon",14,30,12
2014-12-22 14:45:00,0,"2014-12-22","Mon",14,45,12
2014-12-22 15:00:00,0,"2014-12-22","Mon",15,0,12
2014-12-22 15:15:00,0,"2014-12-22","Mon",15,15,12
2014-12-22 15:30:00,0,"2014-12-22","Mon",15,30,12
2014-12-22 15:45:00,0,"2014-12-22","Mon",15,45,12
2014-12-22 16:00:00,0,"2014-12-22","Mon",16,0,12
2014-12-22 16:15:00,0,"2014-12-22","Mon",16,15,12
2014-12-22 16:30:00,0,"2014-12-22","Mon",16,30,12
2014-12-22 16:45:00,0,"2014-12-22","Mon",16,45,12
2014-12-22 17:00:00,0,"2014-12-22","Mon",17,0,12
2014-12-22 17:15:00,0,"2014-12-22","Mon",17,15,12
2014-12-22 17:30:00,0,"2014-12-22","Mon",17,30,12
2014-12-22 17:45:00,0,"2014-12-22","Mon",17,45,12
2014-12-22 18:00:00,0,"2014-12-22","Mon",18,0,12
2014-12-22 18:15:00,0,"2014-12-22","Mon",18,15,12
2014-12-22 18:30:00,0,"2014-12-22","Mon",18,30,12
2014-12-22 18:45:00,0,"2014-12-22","Mon",18,45,12
2014-12-22 19:00:00,0,"2014-12-22","Mon",19,0,12
2014-12-22 19:15:00,0,"2014-12-22","Mon",19,15,12
2014-12-22 19:30:00,0,"2014-12-22","Mon",19,30,12
2014-12-22 19:45:00,0,"2014-12-22","Mon",19,45,12
2014-12-22 20:00:00,0,"2014-12-22","Mon",20,0,12
2014-12-22 20:15:00,0,"2014-12-22","Mon",20,15,12
2014-12-22 20:30:00,0,"2014-12-22","Mon",20,30,12
2014-12-22 20:45:00,0,"2014-12-22","Mon",20,45,12
2014-12-22 21:00:00,0,"2014-12-22","Mon",21,0,12
2014-12-22 21:15:00,0,"2014-12-22","Mon",21,15,12
2014-12-22 21:30:00,0,"2014-12-22","Mon",21,30,12
2014-12-22 21:45:00,0,"2014-12-22","Mon",21,45,12
2014-12-22 22:00:00,0,"2014-12-22","Mon",22,0,12
2014-12-22 22:15:00,0,"2014-12-22","Mon",22,15,12
2014-12-22 22:30:00,0,"2014-12-22","Mon",22,30,12
2014-12-22 22:45:00,0,"2014-12-22","Mon",22,45,12
2014-12-22 23:00:00,0,"2014-12-22","Mon",23,0,12
2014-12-22 23:15:00,0,"2014-12-22","Mon",23,15,12
2014-12-22 23:30:00,0,"2014-12-22","Mon",23,30,12
2014-12-22 23:45:00,0,"2014-12-22","Mon",23,45,12
2014-12-23 00:00:00,0,"2014-12-23","Tues",0,0,12
2014-12-23 00:15:00,0,"2014-12-23","Tues",0,15,12
2014-12-23 00:30:00,0,"2014-12-23","Tues",0,30,12
2014-12-23 00:45:00,0,"2014-12-23","Tues",0,45,12
2014-12-23 01:00:00,0,"2014-12-23","Tues",1,0,12
2014-12-23 01:15:00,0,"2014-12-23","Tues",1,15,12
2014-12-23 01:30:00,0,"2014-12-23","Tues",1,30,12
2014-12-23 01:45:00,0,"2014-12-23","Tues",1,45,12
2014-12-23 02:00:00,0,"2014-12-23","Tues",2,0,12
2014-12-23 02:15:00,0,"2014-12-23","Tues",2,15,12
2014-12-23 02:30:00,0,"2014-12-23","Tues",2,30,12
2014-12-23 02:45:00,0,"2014-12-23","Tues",2,45,12
2014-12-23 03:00:00,0,"2014-12-23","Tues",3,0,12
2014-12-23 03:15:00,0,"2014-12-23","Tues",3,15,12
2014-12-23 03:30:00,0,"2014-12-23","Tues",3,30,12
2014-12-23 03:45:00,0,"2014-12-23","Tues",3,45,12
2014-12-23 04:00:00,0,"2014-12-23","Tues",4,0,12
2014-12-23 04:15:00,0,"2014-12-23","Tues",4,15,12
2014-12-23 04:30:00,0,"2014-12-23","Tues",4,30,12
2014-12-23 04:45:00,0,"2014-12-23","Tues",4,45,12
2014-12-23 05:00:00,0,"2014-12-23","Tues",5,0,12
2014-12-23 05:15:00,0,"2014-12-23","Tues",5,15,12
2014-12-23 05:30:00,0,"2014-12-23","Tues",5,30,12
2014-12-23 05:45:00,0,"2014-12-23","Tues",5,45,12
2014-12-23 06:00:00,0,"2014-12-23","Tues",6,0,12
2014-12-23 06:15:00,0,"2014-12-23","Tues",6,15,12
2014-12-23 06:30:00,0,"2014-12-23","Tues",6,30,12
2014-12-23 06:45:00,0,"2014-12-23","Tues",6,45,12
2014-12-23 07:00:00,0,"2014-12-23","Tues",7,0,12
2014-12-23 07:15:00,0,"2014-12-23","Tues",7,15,12
2014-12-23 07:30:00,0,"2014-12-23","Tues",7,30,12
2014-12-23 07:45:00,0,"2014-12-23","Tues",7,45,12
2014-12-23 08:00:00,0,"2014-12-23","Tues",8,0,12
2014-12-23 08:15:00,0,"2014-12-23","Tues",8,15,12
2014-12-23 08:30:00,0,"2014-12-23","Tues",8,30,12
2014-12-23 08:45:00,0,"2014-12-23","Tues",8,45,12
2014-12-23 09:00:00,0,"2014-12-23","Tues",9,0,12
2014-12-23 09:15:00,0,"2014-12-23","Tues",9,15,12
2014-12-23 09:30:00,0,"2014-12-23","Tues",9,30,12
2014-12-23 09:45:00,0,"2014-12-23","Tues",9,45,12
2014-12-23 10:00:00,0,"2014-12-23","Tues",10,0,12
2014-12-23 10:15:00,0,"2014-12-23","Tues",10,15,12
2014-12-23 10:30:00,0,"2014-12-23","Tues",10,30,12
2014-12-23 10:45:00,0,"2014-12-23","Tues",10,45,12
2014-12-23 11:00:00,0,"2014-12-23","Tues",11,0,12
2014-12-23 11:15:00,0,"2014-12-23","Tues",11,15,12
2014-12-23 11:30:00,0,"2014-12-23","Tues",11,30,12
2014-12-23 11:45:00,0,"2014-12-23","Tues",11,45,12
2014-12-23 12:00:00,0,"2014-12-23","Tues",12,0,12
2014-12-23 12:15:00,0,"2014-12-23","Tues",12,15,12
2014-12-23 12:30:00,0,"2014-12-23","Tues",12,30,12
2014-12-23 12:45:00,0,"2014-12-23","Tues",12,45,12
2014-12-23 13:00:00,0,"2014-12-23","Tues",13,0,12
2014-12-23 13:15:00,0,"2014-12-23","Tues",13,15,12
2014-12-23 13:30:00,0,"2014-12-23","Tues",13,30,12
2014-12-23 13:45:00,0,"2014-12-23","Tues",13,45,12
2014-12-23 14:00:00,0,"2014-12-23","Tues",14,0,12
2014-12-23 14:15:00,0,"2014-12-23","Tues",14,15,12
2014-12-23 14:30:00,0,"2014-12-23","Tues",14,30,12
2014-12-23 14:45:00,0,"2014-12-23","Tues",14,45,12
2014-12-23 15:00:00,0,"2014-12-23","Tues",15,0,12
2014-12-23 15:15:00,0,"2014-12-23","Tues",15,15,12
2014-12-23 15:30:00,0,"2014-12-23","Tues",15,30,12
2014-12-23 15:45:00,0,"2014-12-23","Tues",15,45,12
2014-12-23 16:00:00,0,"2014-12-23","Tues",16,0,12
2014-12-23 16:15:00,0,"2014-12-23","Tues",16,15,12
2014-12-23 16:30:00,0,"2014-12-23","Tues",16,30,12
2014-12-23 16:45:00,0,"2014-12-23","Tues",16,45,12
2014-12-23 17:00:00,0,"2014-12-23","Tues",17,0,12
2014-12-23 17:15:00,0,"2014-12-23","Tues",17,15,12
2014-12-23 17:30:00,0,"2014-12-23","Tues",17,30,12
2014-12-23 17:45:00,0,"2014-12-23","Tues",17,45,12
2014-12-23 18:00:00,0,"2014-12-23","Tues",18,0,12
2014-12-23 18:15:00,0,"2014-12-23","Tues",18,15,12
2014-12-23 18:30:00,0,"2014-12-23","Tues",18,30,12
2014-12-23 18:45:00,0,"2014-12-23","Tues",18,45,12
2014-12-23 19:00:00,0,"2014-12-23","Tues",19,0,12
2014-12-23 19:15:00,0,"2014-12-23","Tues",19,15,12
2014-12-23 19:30:00,0,"2014-12-23","Tues",19,30,12
2014-12-23 19:45:00,0,"2014-12-23","Tues",19,45,12
2014-12-23 20:00:00,0,"2014-12-23","Tues",20,0,12
2014-12-23 20:15:00,0,"2014-12-23","Tues",20,15,12
2014-12-23 20:30:00,0,"2014-12-23","Tues",20,30,12
2014-12-23 20:45:00,0,"2014-12-23","Tues",20,45,12
2014-12-23 21:00:00,0,"2014-12-23","Tues",21,0,12
2014-12-23 21:15:00,0,"2014-12-23","Tues",21,15,12
2014-12-23 21:30:00,0,"2014-12-23","Tues",21,30,12
2014-12-23 21:45:00,0,"2014-12-23","Tues",21,45,12
2014-12-23 22:00:00,0,"2014-12-23","Tues",22,0,12
2014-12-23 22:15:00,0,"2014-12-23","Tues",22,15,12
2014-12-23 22:30:00,0,"2014-12-23","Tues",22,30,12
2014-12-23 22:45:00,0,"2014-12-23","Tues",22,45,12
2014-12-23 23:00:00,0,"2014-12-23","Tues",23,0,12
2014-12-23 23:15:00,0,"2014-12-23","Tues",23,15,12
2014-12-23 23:30:00,0,"2014-12-23","Tues",23,30,12
2014-12-23 23:45:00,0,"2014-12-23","Tues",23,45,12
2014-12-24 00:00:00,0,"2014-12-24","Wed",0,0,12
2014-12-24 00:15:00,0,"2014-12-24","Wed",0,15,12
2014-12-24 00:30:00,0,"2014-12-24","Wed",0,30,12
2014-12-24 00:45:00,0,"2014-12-24","Wed",0,45,12
2014-12-24 01:00:00,0,"2014-12-24","Wed",1,0,12
2014-12-24 01:15:00,0,"2014-12-24","Wed",1,15,12
2014-12-24 01:30:00,0,"2014-12-24","Wed",1,30,12
2014-12-24 01:45:00,0,"2014-12-24","Wed",1,45,12
2014-12-24 02:00:00,0,"2014-12-24","Wed",2,0,12
2014-12-24 02:15:00,0,"2014-12-24","Wed",2,15,12
2014-12-24 02:30:00,0,"2014-12-24","Wed",2,30,12
2014-12-24 02:45:00,0,"2014-12-24","Wed",2,45,12
2014-12-24 03:00:00,0,"2014-12-24","Wed",3,0,12
2014-12-24 03:15:00,0,"2014-12-24","Wed",3,15,12
2014-12-24 03:30:00,0,"2014-12-24","Wed",3,30,12
2014-12-24 03:45:00,0,"2014-12-24","Wed",3,45,12
2014-12-24 04:00:00,0,"2014-12-24","Wed",4,0,12
2014-12-24 04:15:00,0,"2014-12-24","Wed",4,15,12
2014-12-24 04:30:00,0,"2014-12-24","Wed",4,30,12
2014-12-24 04:45:00,0,"2014-12-24","Wed",4,45,12
2014-12-24 05:00:00,0,"2014-12-24","Wed",5,0,12
2014-12-24 05:15:00,0,"2014-12-24","Wed",5,15,12
2014-12-24 05:30:00,0,"2014-12-24","Wed",5,30,12
2014-12-24 05:45:00,0,"2014-12-24","Wed",5,45,12
2014-12-24 06:00:00,0,"2014-12-24","Wed",6,0,12
2014-12-24 06:15:00,0,"2014-12-24","Wed",6,15,12
2014-12-24 06:30:00,0,"2014-12-24","Wed",6,30,12
2014-12-24 06:45:00,0,"2014-12-24","Wed",6,45,12
2014-12-24 07:00:00,0,"2014-12-24","Wed",7,0,12
2014-12-24 07:15:00,0,"2014-12-24","Wed",7,15,12
2014-12-24 07:30:00,0,"2014-12-24","Wed",7,30,12
2014-12-24 07:45:00,0,"2014-12-24","Wed",7,45,12
2014-12-24 08:00:00,0,"2014-12-24","Wed",8,0,12
2014-12-24 08:15:00,0,"2014-12-24","Wed",8,15,12
2014-12-24 08:30:00,0,"2014-12-24","Wed",8,30,12
2014-12-24 08:45:00,0,"2014-12-24","Wed",8,45,12
2014-12-24 09:00:00,0,"2014-12-24","Wed",9,0,12
2014-12-24 09:15:00,0,"2014-12-24","Wed",9,15,12
2014-12-24 09:30:00,0,"2014-12-24","Wed",9,30,12
2014-12-24 09:45:00,0,"2014-12-24","Wed",9,45,12
2014-12-24 10:00:00,0,"2014-12-24","Wed",10,0,12
2014-12-24 10:15:00,0,"2014-12-24","Wed",10,15,12
2014-12-24 10:30:00,0,"2014-12-24","Wed",10,30,12
2014-12-24 10:45:00,0,"2014-12-24","Wed",10,45,12
2014-12-24 11:00:00,0,"2014-12-24","Wed",11,0,12
2014-12-24 11:15:00,0,"2014-12-24","Wed",11,15,12
2014-12-24 11:30:00,0,"2014-12-24","Wed",11,30,12
2014-12-24 11:45:00,0,"2014-12-24","Wed",11,45,12
2014-12-24 12:00:00,0,"2014-12-24","Wed",12,0,12
2014-12-24 12:15:00,0,"2014-12-24","Wed",12,15,12
2014-12-24 12:30:00,0,"2014-12-24","Wed",12,30,12
2014-12-24 12:45:00,0,"2014-12-24","Wed",12,45,12
2014-12-24 13:00:00,0,"2014-12-24","Wed",13,0,12
2014-12-24 13:15:00,0,"2014-12-24","Wed",13,15,12
2014-12-24 13:30:00,0,"2014-12-24","Wed",13,30,12
2014-12-24 13:45:00,0,"2014-12-24","Wed",13,45,12
2014-12-24 14:00:00,0,"2014-12-24","Wed",14,0,12
2014-12-24 14:15:00,0,"2014-12-24","Wed",14,15,12
2014-12-24 14:30:00,0,"2014-12-24","Wed",14,30,12
2014-12-24 14:45:00,0,"2014-12-24","Wed",14,45,12
2014-12-24 15:00:00,0,"2014-12-24","Wed",15,0,12
2014-12-24 15:15:00,0,"2014-12-24","Wed",15,15,12
2014-12-24 15:30:00,0,"2014-12-24","Wed",15,30,12
2014-12-24 15:45:00,0,"2014-12-24","Wed",15,45,12
2014-12-24 16:00:00,0,"2014-12-24","Wed",16,0,12
2014-12-24 16:15:00,0,"2014-12-24","Wed",16,15,12
2014-12-24 16:30:00,0,"2014-12-24","Wed",16,30,12
2014-12-24 16:45:00,0,"2014-12-24","Wed",16,45,12
2014-12-24 17:00:00,0,"2014-12-24","Wed",17,0,12
2014-12-24 17:15:00,0,"2014-12-24","Wed",17,15,12
2014-12-24 17:30:00,0,"2014-12-24","Wed",17,30,12
2014-12-24 17:45:00,0,"2014-12-24","Wed",17,45,12
