"","time","steps","date","wday","hour","minute","month"
"6925",2015-03-14 03:00:00,0,"2015-03-14","Sat",3,0,3
"6926",2015-03-14 03:15:00,0,"2015-03-14","Sat",3,15,3
"6927",2015-03-14 03:30:00,0,"2015-03-14","Sat",3,30,3
"6928",2015-03-14 03:45:00,0,"2015-03-14","Sat",3,45,3
"6929",2015-03-14 04:00:00,0,"2015-03-14","Sat",4,0,3
"6930",2015-03-14 04:15:00,0,"2015-03-14","Sat",4,15,3
"6931",2015-03-14 04:30:00,0,"2015-03-14","Sat",4,30,3
"6932",2015-03-14 04:45:00,0,"2015-03-14","Sat",4,45,3
"6933",2015-03-14 05:00:00,0,"2015-03-14","Sat",5,0,3
"6934",2015-03-14 05:15:00,0,"2015-03-14","Sat",5,15,3
"6935",2015-03-14 05:30:00,0,"2015-03-14","Sat",5,30,3
"6936",2015-03-14 05:45:00,0,"2015-03-14","Sat",5,45,3
"6937",2015-03-14 06:00:00,0,"2015-03-14","Sat",6,0,3
"6938",2015-03-14 06:15:00,0,"2015-03-14","Sat",6,15,3
"6939",2015-03-14 06:30:00,0,"2015-03-14","Sat",6,30,3
"6940",2015-03-14 06:45:00,0,"2015-03-14","Sat",6,45,3
"6941",2015-03-14 07:00:00,0,"2015-03-14","Sat",7,0,3
"6942",2015-03-14 07:15:00,0,"2015-03-14","Sat",7,15,3
"6943",2015-03-14 07:30:00,0,"2015-03-14","Sat",7,30,3
"6944",2015-03-14 07:45:00,0,"2015-03-14","Sat",7,45,3
"6945",2015-03-14 08:00:00,0,"2015-03-14","Sat",8,0,3
"6946",2015-03-14 08:15:00,0,"2015-03-14","Sat",8,15,3
"6947",2015-03-14 08:30:00,0,"2015-03-14","Sat",8,30,3
"6948",2015-03-14 08:45:00,0,"2015-03-14","Sat",8,45,3
"6949",2015-03-14 09:00:00,0,"2015-03-14","Sat",9,0,3
"6950",2015-03-14 09:15:00,0,"2015-03-14","Sat",9,15,3
"6951",2015-03-14 09:30:00,0,"2015-03-14","Sat",9,30,3
"6952",2015-03-14 09:45:00,0,"2015-03-14","Sat",9,45,3
"6953",2015-03-14 10:00:00,0,"2015-03-14","Sat",10,0,3
"6954",2015-03-14 10:15:00,0,"2015-03-14","Sat",10,15,3
"6955",2015-03-14 10:30:00,0,"2015-03-14","Sat",10,30,3
"6956",2015-03-14 10:45:00,0,"2015-03-14","Sat",10,45,3
"6957",2015-03-14 11:00:00,0,"2015-03-14","Sat",11,0,3
"6958",2015-03-14 11:15:00,0,"2015-03-14","Sat",11,15,3
"6959",2015-03-14 11:30:00,0,"2015-03-14","Sat",11,30,3
"6960",2015-03-14 11:45:00,0,"2015-03-14","Sat",11,45,3
"6961",2015-03-14 12:00:00,0,"2015-03-14","Sat",12,0,3
"6962",2015-03-14 12:15:00,0,"2015-03-14","Sat",12,15,3
"6963",2015-03-14 12:30:00,0,"2015-03-14","Sat",12,30,3
"6964",2015-03-14 12:45:00,0,"2015-03-14","Sat",12,45,3
"6965",2015-03-14 13:00:00,0,"2015-03-14","Sat",13,0,3
"6966",2015-03-14 13:15:00,0,"2015-03-14","Sat",13,15,3
"6967",2015-03-14 13:30:00,0,"2015-03-14","Sat",13,30,3
"6968",2015-03-14 13:45:00,0,"2015-03-14","Sat",13,45,3
"6969",2015-03-14 14:00:00,0,"2015-03-14","Sat",14,0,3
"6970",2015-03-14 14:15:00,0,"2015-03-14","Sat",14,15,3
"6971",2015-03-14 14:30:00,0,"2015-03-14","Sat",14,30,3
"6972",2015-03-14 14:45:00,0,"2015-03-14","Sat",14,45,3
"6973",2015-03-14 15:00:00,0,"2015-03-14","Sat",15,0,3
"6974",2015-03-14 15:15:00,0,"2015-03-14","Sat",15,15,3
"6975",2015-03-14 15:30:00,0,"2015-03-14","Sat",15,30,3
"6976",2015-03-14 15:45:00,0,"2015-03-14","Sat",15,45,3
"6977",2015-03-14 16:00:00,0,"2015-03-14","Sat",16,0,3
"6978",2015-03-14 16:15:00,0,"2015-03-14","Sat",16,15,3
"6979",2015-03-14 16:30:00,0,"2015-03-14","Sat",16,30,3
"6980",2015-03-14 16:45:00,0,"2015-03-14","Sat",16,45,3
"6981",2015-03-14 17:00:00,0,"2015-03-14","Sat",17,0,3
"6982",2015-03-14 17:15:00,0,"2015-03-14","Sat",17,15,3
"6983",2015-03-14 17:30:00,0,"2015-03-14","Sat",17,30,3
"6984",2015-03-14 17:45:00,0,"2015-03-14","Sat",17,45,3
"6985",2015-03-14 18:00:00,0,"2015-03-14","Sat",18,0,3
"6986",2015-03-14 18:15:00,0,"2015-03-14","Sat",18,15,3
"6987",2015-03-14 18:30:00,0,"2015-03-14","Sat",18,30,3
"6988",2015-03-14 18:45:00,0,"2015-03-14","Sat",18,45,3
"6989",2015-03-14 19:00:00,0,"2015-03-14","Sat",19,0,3
"6990",2015-03-14 19:15:00,0,"2015-03-14","Sat",19,15,3
"6991",2015-03-14 19:30:00,0,"2015-03-14","Sat",19,30,3
"6992",2015-03-14 19:45:00,0,"2015-03-14","Sat",19,45,3
"6993",2015-03-14 20:00:00,0,"2015-03-14","Sat",20,0,3
"6994",2015-03-14 20:15:00,0,"2015-03-14","Sat",20,15,3
"6995",2015-03-14 20:30:00,0,"2015-03-14","Sat",20,30,3
"6996",2015-03-14 20:45:00,0,"2015-03-14","Sat",20,45,3
"6997",2015-03-14 21:00:00,0,"2015-03-14","Sat",21,0,3
"6998",2015-03-14 21:15:00,0,"2015-03-14","Sat",21,15,3
"6999",2015-03-14 21:30:00,0,"2015-03-14","Sat",21,30,3
"7000",2015-03-14 21:45:00,0,"2015-03-14","Sat",21,45,3
"7001",2015-03-14 22:00:00,0,"2015-03-14","Sat",22,0,3
"7002",2015-03-14 22:15:00,0,"2015-03-14","Sat",22,15,3
"7003",2015-03-14 22:30:00,0,"2015-03-14","Sat",22,30,3
"7004",2015-03-14 22:45:00,0,"2015-03-14","Sat",22,45,3
"7005",2015-03-14 23:00:00,0,"2015-03-14","Sat",23,0,3
"7006",2015-03-14 23:15:00,0,"2015-03-14","Sat",23,15,3
"7007",2015-03-14 23:30:00,0,"2015-03-14","Sat",23,30,3
"7008",2015-03-14 23:45:00,0,"2015-03-14","Sat",23,45,3
"7009",2015-03-15 00:00:00,0,"2015-03-15","Sun",0,0,3
"7010",2015-03-15 00:15:00,0,"2015-03-15","Sun",0,15,3
"7011",2015-03-15 00:30:00,0,"2015-03-15","Sun",0,30,3
"7012",2015-03-15 00:45:00,0,"2015-03-15","Sun",0,45,3
"7013",2015-03-15 01:00:00,0,"2015-03-15","Sun",1,0,3
"7014",2015-03-15 01:15:00,0,"2015-03-15","Sun",1,15,3
"7015",2015-03-15 01:30:00,0,"2015-03-15","Sun",1,30,3
"7016",2015-03-15 01:45:00,0,"2015-03-15","Sun",1,45,3
"7017",2015-03-15 02:00:00,0,"2015-03-15","Sun",2,0,3
"7018",2015-03-15 02:15:00,0,"2015-03-15","Sun",2,15,3
"7019",2015-03-15 02:30:00,0,"2015-03-15","Sun",2,30,3
"7020",2015-03-15 02:45:00,0,"2015-03-15","Sun",2,45,3
"7021",2015-03-15 03:00:00,0,"2015-03-15","Sun",3,0,3
"7022",2015-03-15 03:15:00,0,"2015-03-15","Sun",3,15,3
"7023",2015-03-15 03:30:00,0,"2015-03-15","Sun",3,30,3
"7024",2015-03-15 03:45:00,0,"2015-03-15","Sun",3,45,3
"7025",2015-03-15 04:00:00,0,"2015-03-15","Sun",4,0,3
"7026",2015-03-15 04:15:00,0,"2015-03-15","Sun",4,15,3
"7027",2015-03-15 04:30:00,0,"2015-03-15","Sun",4,30,3
"7028",2015-03-15 04:45:00,0,"2015-03-15","Sun",4,45,3
"7029",2015-03-15 05:00:00,0,"2015-03-15","Sun",5,0,3
"7030",2015-03-15 05:15:00,0,"2015-03-15","Sun",5,15,3
"7031",2015-03-15 05:30:00,0,"2015-03-15","Sun",5,30,3
"7032",2015-03-15 05:45:00,0,"2015-03-15","Sun",5,45,3
"7033",2015-03-15 06:00:00,0,"2015-03-15","Sun",6,0,3
"7034",2015-03-15 06:15:00,0,"2015-03-15","Sun",6,15,3
"7035",2015-03-15 06:30:00,0,"2015-03-15","Sun",6,30,3
"7036",2015-03-15 06:45:00,0,"2015-03-15","Sun",6,45,3
"7037",2015-03-15 07:00:00,0,"2015-03-15","Sun",7,0,3
"7038",2015-03-15 07:15:00,0,"2015-03-15","Sun",7,15,3
"7039",2015-03-15 07:30:00,0,"2015-03-15","Sun",7,30,3
"7040",2015-03-15 07:45:00,0,"2015-03-15","Sun",7,45,3
"7041",2015-03-15 08:00:00,0,"2015-03-15","Sun",8,0,3
"7042",2015-03-15 08:15:00,0,"2015-03-15","Sun",8,15,3
"7043",2015-03-15 08:30:00,0,"2015-03-15","Sun",8,30,3
"7044",2015-03-15 08:45:00,0,"2015-03-15","Sun",8,45,3
"7045",2015-03-15 09:00:00,0,"2015-03-15","Sun",9,0,3
"7046",2015-03-15 09:15:00,0,"2015-03-15","Sun",9,15,3
"7047",2015-03-15 09:30:00,0,"2015-03-15","Sun",9,30,3
"7048",2015-03-15 09:45:00,0,"2015-03-15","Sun",9,45,3
"7049",2015-03-15 10:00:00,0,"2015-03-15","Sun",10,0,3
"7050",2015-03-15 10:15:00,0,"2015-03-15","Sun",10,15,3
"7051",2015-03-15 10:30:00,0,"2015-03-15","Sun",10,30,3
"7052",2015-03-15 10:45:00,0,"2015-03-15","Sun",10,45,3
"7053",2015-03-15 11:00:00,0,"2015-03-15","Sun",11,0,3
"7054",2015-03-15 11:15:00,0,"2015-03-15","Sun",11,15,3
"7055",2015-03-15 11:30:00,0,"2015-03-15","Sun",11,30,3
"7056",2015-03-15 11:45:00,0,"2015-03-15","Sun",11,45,3
"7057",2015-03-15 12:00:00,0,"2015-03-15","Sun",12,0,3
"7058",2015-03-15 12:15:00,0,"2015-03-15","Sun",12,15,3
"7059",2015-03-15 12:30:00,0,"2015-03-15","Sun",12,30,3
"7060",2015-03-15 12:45:00,0,"2015-03-15","Sun",12,45,3
"7061",2015-03-15 13:00:00,0,"2015-03-15","Sun",13,0,3
"7062",2015-03-15 13:15:00,0,"2015-03-15","Sun",13,15,3
"7063",2015-03-15 13:30:00,0,"2015-03-15","Sun",13,30,3
"7064",2015-03-15 13:45:00,0,"2015-03-15","Sun",13,45,3
"7065",2015-03-15 14:00:00,0,"2015-03-15","Sun",14,0,3
"7066",2015-03-15 14:15:00,0,"2015-03-15","Sun",14,15,3
"7067",2015-03-15 14:30:00,0,"2015-03-15","Sun",14,30,3
"7068",2015-03-15 14:45:00,0,"2015-03-15","Sun",14,45,3
"7069",2015-03-15 15:00:00,0,"2015-03-15","Sun",15,0,3
"7070",2015-03-15 15:15:00,0,"2015-03-15","Sun",15,15,3
"7071",2015-03-15 15:30:00,0,"2015-03-15","Sun",15,30,3
"7072",2015-03-15 15:45:00,0,"2015-03-15","Sun",15,45,3
"7073",2015-03-15 16:00:00,0,"2015-03-15","Sun",16,0,3
"7074",2015-03-15 16:15:00,0,"2015-03-15","Sun",16,15,3
"7075",2015-03-15 16:30:00,0,"2015-03-15","Sun",16,30,3
"7076",2015-03-15 16:45:00,0,"2015-03-15","Sun",16,45,3
"7077",2015-03-15 17:00:00,0,"2015-03-15","Sun",17,0,3
"7078",2015-03-15 17:15:00,0,"2015-03-15","Sun",17,15,3
"7079",2015-03-15 17:30:00,0,"2015-03-15","Sun",17,30,3
"7080",2015-03-15 17:45:00,0,"2015-03-15","Sun",17,45,3
"7081",2015-03-15 18:00:00,0,"2015-03-15","Sun",18,0,3
"7082",2015-03-15 18:15:00,0,"2015-03-15","Sun",18,15,3
"7083",2015-03-15 18:30:00,0,"2015-03-15","Sun",18,30,3
"7084",2015-03-15 18:45:00,0,"2015-03-15","Sun",18,45,3
"7085",2015-03-15 19:00:00,0,"2015-03-15","Sun",19,0,3
"7086",2015-03-15 19:15:00,0,"2015-03-15","Sun",19,15,3
"7087",2015-03-15 19:30:00,0,"2015-03-15","Sun",19,30,3
"7088",2015-03-15 19:45:00,0,"2015-03-15","Sun",19,45,3
"7089",2015-03-15 20:00:00,0,"2015-03-15","Sun",20,0,3
"7090",2015-03-15 20:15:00,0,"2015-03-15","Sun",20,15,3
"7091",2015-03-15 20:30:00,0,"2015-03-15","Sun",20,30,3
"7092",2015-03-15 20:45:00,0,"2015-03-15","Sun",20,45,3
"7093",2015-03-15 21:00:00,0,"2015-03-15","Sun",21,0,3
"7094",2015-03-15 21:15:00,0,"2015-03-15","Sun",21,15,3
"7095",2015-03-15 21:30:00,0,"2015-03-15","Sun",21,30,3
"7096",2015-03-15 21:45:00,0,"2015-03-15","Sun",21,45,3
"7097",2015-03-15 22:00:00,0,"2015-03-15","Sun",22,0,3
"7098",2015-03-15 22:15:00,0,"2015-03-15","Sun",22,15,3
"7099",2015-03-15 22:30:00,0,"2015-03-15","Sun",22,30,3
"7100",2015-03-15 22:45:00,0,"2015-03-15","Sun",22,45,3
"7101",2015-03-15 23:00:00,0,"2015-03-15","Sun",23,0,3
"7102",2015-03-15 23:15:00,0,"2015-03-15","Sun",23,15,3
"7103",2015-03-15 23:30:00,0,"2015-03-15","Sun",23,30,3
"7104",2015-03-15 23:45:00,0,"2015-03-15","Sun",23,45,3
"7105",2015-03-16 00:00:00,0,"2015-03-16","Mon",0,0,3
"7106",2015-03-16 00:15:00,0,"2015-03-16","Mon",0,15,3
"7107",2015-03-16 00:30:00,0,"2015-03-16","Mon",0,30,3
"7108",2015-03-16 00:45:00,0,"2015-03-16","Mon",0,45,3
"7109",2015-03-16 01:00:00,0,"2015-03-16","Mon",1,0,3
"7110",2015-03-16 01:15:00,0,"2015-03-16","Mon",1,15,3
"7111",2015-03-16 01:30:00,0,"2015-03-16","Mon",1,30,3
"7112",2015-03-16 01:45:00,0,"2015-03-16","Mon",1,45,3
"7113",2015-03-16 02:00:00,0,"2015-03-16","Mon",2,0,3
"7114",2015-03-16 02:15:00,0,"2015-03-16","Mon",2,15,3
"7115",2015-03-16 02:30:00,0,"2015-03-16","Mon",2,30,3
"7116",2015-03-16 02:45:00,0,"2015-03-16","Mon",2,45,3
"7117",2015-03-16 03:00:00,0,"2015-03-16","Mon",3,0,3
"7118",2015-03-16 03:15:00,0,"2015-03-16","Mon",3,15,3
"7119",2015-03-16 03:30:00,0,"2015-03-16","Mon",3,30,3
"7120",2015-03-16 03:45:00,0,"2015-03-16","Mon",3,45,3
"7121",2015-03-16 04:00:00,0,"2015-03-16","Mon",4,0,3
"7122",2015-03-16 04:15:00,0,"2015-03-16","Mon",4,15,3
"7123",2015-03-16 04:30:00,0,"2015-03-16","Mon",4,30,3
"7124",2015-03-16 04:45:00,0,"2015-03-16","Mon",4,45,3
"7125",2015-03-16 05:00:00,0,"2015-03-16","Mon",5,0,3
"7126",2015-03-16 05:15:00,0,"2015-03-16","Mon",5,15,3
"7127",2015-03-16 05:30:00,0,"2015-03-16","Mon",5,30,3
"7128",2015-03-16 05:45:00,0,"2015-03-16","Mon",5,45,3
"7129",2015-03-16 06:00:00,0,"2015-03-16","Mon",6,0,3
"7130",2015-03-16 06:15:00,0,"2015-03-16","Mon",6,15,3
"7131",2015-03-16 06:30:00,0,"2015-03-16","Mon",6,30,3
"7132",2015-03-16 06:45:00,0,"2015-03-16","Mon",6,45,3
"7133",2015-03-16 07:00:00,0,"2015-03-16","Mon",7,0,3
"7134",2015-03-16 07:15:00,0,"2015-03-16","Mon",7,15,3
"7135",2015-03-16 07:30:00,0,"2015-03-16","Mon",7,30,3
"7136",2015-03-16 07:45:00,0,"2015-03-16","Mon",7,45,3
"7137",2015-03-16 08:00:00,0,"2015-03-16","Mon",8,0,3
"7138",2015-03-16 08:15:00,0,"2015-03-16","Mon",8,15,3
"7139",2015-03-16 08:30:00,0,"2015-03-16","Mon",8,30,3
"7140",2015-03-16 08:45:00,0,"2015-03-16","Mon",8,45,3
"7141",2015-03-16 09:00:00,0,"2015-03-16","Mon",9,0,3
"7142",2015-03-16 09:15:00,0,"2015-03-16","Mon",9,15,3
"7143",2015-03-16 09:30:00,0,"2015-03-16","Mon",9,30,3
"7144",2015-03-16 09:45:00,0,"2015-03-16","Mon",9,45,3
"7145",2015-03-16 10:00:00,0,"2015-03-16","Mon",10,0,3
"7146",2015-03-16 10:15:00,0,"2015-03-16","Mon",10,15,3
"7147",2015-03-16 10:30:00,0,"2015-03-16","Mon",10,30,3
"7148",2015-03-16 10:45:00,0,"2015-03-16","Mon",10,45,3
"7149",2015-03-16 11:00:00,0,"2015-03-16","Mon",11,0,3
"7150",2015-03-16 11:15:00,0,"2015-03-16","Mon",11,15,3
"7151",2015-03-16 11:30:00,0,"2015-03-16","Mon",11,30,3
"7152",2015-03-16 11:45:00,0,"2015-03-16","Mon",11,45,3
"7153",2015-03-16 12:00:00,0,"2015-03-16","Mon",12,0,3
"7154",2015-03-16 12:15:00,0,"2015-03-16","Mon",12,15,3
"7155",2015-03-16 12:30:00,0,"2015-03-16","Mon",12,30,3
"7156",2015-03-16 12:45:00,0,"2015-03-16","Mon",12,45,3
"7157",2015-03-16 13:00:00,0,"2015-03-16","Mon",13,0,3
"7158",2015-03-16 13:15:00,0,"2015-03-16","Mon",13,15,3
"7159",2015-03-16 13:30:00,0,"2015-03-16","Mon",13,30,3
"7160",2015-03-16 13:45:00,0,"2015-03-16","Mon",13,45,3
"7161",2015-03-16 14:00:00,0,"2015-03-16","Mon",14,0,3
"7162",2015-03-16 14:15:00,0,"2015-03-16","Mon",14,15,3
"7163",2015-03-16 14:30:00,0,"2015-03-16","Mon",14,30,3
"7164",2015-03-16 14:45:00,0,"2015-03-16","Mon",14,45,3
"7165",2015-03-16 15:00:00,0,"2015-03-16","Mon",15,0,3
"7166",2015-03-16 15:15:00,0,"2015-03-16","Mon",15,15,3
"7167",2015-03-16 15:30:00,0,"2015-03-16","Mon",15,30,3
"7168",2015-03-16 15:45:00,0,"2015-03-16","Mon",15,45,3
"7169",2015-03-16 16:00:00,0,"2015-03-16","Mon",16,0,3
"7170",2015-03-16 16:15:00,0,"2015-03-16","Mon",16,15,3
"7171",2015-03-16 16:30:00,0,"2015-03-16","Mon",16,30,3
"7172",2015-03-16 16:45:00,0,"2015-03-16","Mon",16,45,3
"7173",2015-03-16 17:00:00,0,"2015-03-16","Mon",17,0,3
"7174",2015-03-16 17:15:00,0,"2015-03-16","Mon",17,15,3
"7175",2015-03-16 17:30:00,0,"2015-03-16","Mon",17,30,3
"7176",2015-03-16 17:45:00,0,"2015-03-16","Mon",17,45,3
"7177",2015-03-16 18:00:00,0,"2015-03-16","Mon",18,0,3
"7178",2015-03-16 18:15:00,0,"2015-03-16","Mon",18,15,3
"7179",2015-03-16 18:30:00,0,"2015-03-16","Mon",18,30,3
"7180",2015-03-16 18:45:00,0,"2015-03-16","Mon",18,45,3
"7181",2015-03-16 19:00:00,0,"2015-03-16","Mon",19,0,3
"7182",2015-03-16 19:15:00,0,"2015-03-16","Mon",19,15,3
"7183",2015-03-16 19:30:00,0,"2015-03-16","Mon",19,30,3
"7184",2015-03-16 19:45:00,0,"2015-03-16","Mon",19,45,3
"7185",2015-03-16 20:00:00,0,"2015-03-16","Mon",20,0,3
"7186",2015-03-16 20:15:00,0,"2015-03-16","Mon",20,15,3
"7187",2015-03-16 20:30:00,0,"2015-03-16","Mon",20,30,3
"7188",2015-03-16 20:45:00,0,"2015-03-16","Mon",20,45,3
"7189",2015-03-16 21:00:00,0,"2015-03-16","Mon",21,0,3
"7190",2015-03-16 21:15:00,0,"2015-03-16","Mon",21,15,3
"7191",2015-03-16 21:30:00,0,"2015-03-16","Mon",21,30,3
"7192",2015-03-16 21:45:00,0,"2015-03-16","Mon",21,45,3
"7193",2015-03-16 22:00:00,0,"2015-03-16","Mon",22,0,3
"7194",2015-03-16 22:15:00,0,"2015-03-16","Mon",22,15,3
"7195",2015-03-16 22:30:00,0,"2015-03-16","Mon",22,30,3
"7196",2015-03-16 22:45:00,0,"2015-03-16","Mon",22,45,3
"7197",2015-03-16 23:00:00,0,"2015-03-16","Mon",23,0,3
"7198",2015-03-16 23:15:00,0,"2015-03-16","Mon",23,15,3
"7199",2015-03-16 23:30:00,0,"2015-03-16","Mon",23,30,3
"7200",2015-03-16 23:45:00,0,"2015-03-16","Mon",23,45,3
"7201",2015-03-17 00:00:00,0,"2015-03-17","Tues",0,0,3
"7202",2015-03-17 00:15:00,0,"2015-03-17","Tues",0,15,3
"7203",2015-03-17 00:30:00,0,"2015-03-17","Tues",0,30,3
"7204",2015-03-17 00:45:00,0,"2015-03-17","Tues",0,45,3
"7205",2015-03-17 01:00:00,0,"2015-03-17","Tues",1,0,3
"7206",2015-03-17 01:15:00,0,"2015-03-17","Tues",1,15,3
"7207",2015-03-17 01:30:00,0,"2015-03-17","Tues",1,30,3
"7208",2015-03-17 01:45:00,0,"2015-03-17","Tues",1,45,3
"7209",2015-03-17 02:00:00,0,"2015-03-17","Tues",2,0,3
"7210",2015-03-17 02:15:00,0,"2015-03-17","Tues",2,15,3
"7211",2015-03-17 02:30:00,0,"2015-03-17","Tues",2,30,3
"7212",2015-03-17 02:45:00,0,"2015-03-17","Tues",2,45,3
"7213",2015-03-17 03:00:00,0,"2015-03-17","Tues",3,0,3
"7214",2015-03-17 03:15:00,0,"2015-03-17","Tues",3,15,3
"7215",2015-03-17 03:30:00,0,"2015-03-17","Tues",3,30,3
"7216",2015-03-17 03:45:00,0,"2015-03-17","Tues",3,45,3
"7217",2015-03-17 04:00:00,0,"2015-03-17","Tues",4,0,3
"7218",2015-03-17 04:15:00,0,"2015-03-17","Tues",4,15,3
"7219",2015-03-17 04:30:00,0,"2015-03-17","Tues",4,30,3
"7220",2015-03-17 04:45:00,0,"2015-03-17","Tues",4,45,3
"7221",2015-03-17 05:00:00,0,"2015-03-17","Tues",5,0,3
"7222",2015-03-17 05:15:00,0,"2015-03-17","Tues",5,15,3
"7223",2015-03-17 05:30:00,0,"2015-03-17","Tues",5,30,3
"7224",2015-03-17 05:45:00,0,"2015-03-17","Tues",5,45,3
"7225",2015-03-17 06:00:00,0,"2015-03-17","Tues",6,0,3
"7226",2015-03-17 06:15:00,0,"2015-03-17","Tues",6,15,3
"7227",2015-03-17 06:30:00,0,"2015-03-17","Tues",6,30,3
"7228",2015-03-17 06:45:00,0,"2015-03-17","Tues",6,45,3
"7229",2015-03-17 07:00:00,0,"2015-03-17","Tues",7,0,3
"7230",2015-03-17 07:15:00,0,"2015-03-17","Tues",7,15,3
"7231",2015-03-17 07:30:00,0,"2015-03-17","Tues",7,30,3
"7232",2015-03-17 07:45:00,0,"2015-03-17","Tues",7,45,3
"7233",2015-03-17 08:00:00,0,"2015-03-17","Tues",8,0,3
"7234",2015-03-17 08:15:00,0,"2015-03-17","Tues",8,15,3
"7235",2015-03-17 08:30:00,0,"2015-03-17","Tues",8,30,3
"7236",2015-03-17 08:45:00,0,"2015-03-17","Tues",8,45,3
"7237",2015-03-17 09:00:00,0,"2015-03-17","Tues",9,0,3
"7238",2015-03-17 09:15:00,0,"2015-03-17","Tues",9,15,3
"7239",2015-03-17 09:30:00,0,"2015-03-17","Tues",9,30,3
"7240",2015-03-17 09:45:00,0,"2015-03-17","Tues",9,45,3
"7241",2015-03-17 10:00:00,0,"2015-03-17","Tues",10,0,3
"7242",2015-03-17 10:15:00,0,"2015-03-17","Tues",10,15,3
"7243",2015-03-17 10:30:00,0,"2015-03-17","Tues",10,30,3
"7244",2015-03-17 10:45:00,0,"2015-03-17","Tues",10,45,3
"7245",2015-03-17 11:00:00,0,"2015-03-17","Tues",11,0,3
"7246",2015-03-17 11:15:00,0,"2015-03-17","Tues",11,15,3
"7247",2015-03-17 11:30:00,0,"2015-03-17","Tues",11,30,3
"7248",2015-03-17 11:45:00,0,"2015-03-17","Tues",11,45,3
"7249",2015-03-17 12:00:00,0,"2015-03-17","Tues",12,0,3
"7250",2015-03-17 12:15:00,0,"2015-03-17","Tues",12,15,3
"7251",2015-03-17 12:30:00,0,"2015-03-17","Tues",12,30,3
"7252",2015-03-17 12:45:00,0,"2015-03-17","Tues",12,45,3
"7253",2015-03-17 13:00:00,0,"2015-03-17","Tues",13,0,3
"7254",2015-03-17 13:15:00,0,"2015-03-17","Tues",13,15,3
"7255",2015-03-17 13:30:00,0,"2015-03-17","Tues",13,30,3
"7256",2015-03-17 13:45:00,0,"2015-03-17","Tues",13,45,3
"7257",2015-03-17 14:00:00,0,"2015-03-17","Tues",14,0,3
"7258",2015-03-17 14:15:00,0,"2015-03-17","Tues",14,15,3
"7259",2015-03-17 14:30:00,0,"2015-03-17","Tues",14,30,3
"7260",2015-03-17 14:45:00,0,"2015-03-17","Tues",14,45,3
"7261",2015-03-17 15:00:00,0,"2015-03-17","Tues",15,0,3
"7262",2015-03-17 15:15:00,0,"2015-03-17","Tues",15,15,3
"7263",2015-03-17 15:30:00,0,"2015-03-17","Tues",15,30,3
"7264",2015-03-17 15:45:00,0,"2015-03-17","Tues",15,45,3
"7265",2015-03-17 16:00:00,0,"2015-03-17","Tues",16,0,3
"7266",2015-03-17 16:15:00,0,"2015-03-17","Tues",16,15,3
"7267",2015-03-17 16:30:00,0,"2015-03-17","Tues",16,30,3
"7268",2015-03-17 16:45:00,0,"2015-03-17","Tues",16,45,3
"7269",2015-03-17 17:00:00,0,"2015-03-17","Tues",17,0,3
"7270",2015-03-17 17:15:00,0,"2015-03-17","Tues",17,15,3
"7271",2015-03-17 17:30:00,0,"2015-03-17","Tues",17,30,3
"7272",2015-03-17 17:45:00,0,"2015-03-17","Tues",17,45,3
"7273",2015-03-17 18:00:00,0,"2015-03-17","Tues",18,0,3
"7274",2015-03-17 18:15:00,0,"2015-03-17","Tues",18,15,3
"7275",2015-03-17 18:30:00,0,"2015-03-17","Tues",18,30,3
"7276",2015-03-17 18:45:00,0,"2015-03-17","Tues",18,45,3
"7277",2015-03-17 19:00:00,0,"2015-03-17","Tues",19,0,3
"7278",2015-03-17 19:15:00,0,"2015-03-17","Tues",19,15,3
"7279",2015-03-17 19:30:00,0,"2015-03-17","Tues",19,30,3
"7280",2015-03-17 19:45:00,0,"2015-03-17","Tues",19,45,3
"7281",2015-03-17 20:00:00,0,"2015-03-17","Tues",20,0,3
"7282",2015-03-17 20:15:00,0,"2015-03-17","Tues",20,15,3
"7283",2015-03-17 20:30:00,0,"2015-03-17","Tues",20,30,3
"7284",2015-03-17 20:45:00,0,"2015-03-17","Tues",20,45,3
"7285",2015-03-17 21:00:00,0,"2015-03-17","Tues",21,0,3
"7286",2015-03-17 21:15:00,0,"2015-03-17","Tues",21,15,3
"7287",2015-03-17 21:30:00,0,"2015-03-17","Tues",21,30,3
"7288",2015-03-17 21:45:00,0,"2015-03-17","Tues",21,45,3
"7289",2015-03-17 22:00:00,0,"2015-03-17","Tues",22,0,3
"7290",2015-03-17 22:15:00,0,"2015-03-17","Tues",22,15,3
"7291",2015-03-17 22:30:00,0,"2015-03-17","Tues",22,30,3
"7292",2015-03-17 22:45:00,0,"2015-03-17","Tues",22,45,3
"7293",2015-03-17 23:00:00,0,"2015-03-17","Tues",23,0,3
"7294",2015-03-17 23:15:00,0,"2015-03-17","Tues",23,15,3
"7295",2015-03-17 23:30:00,0,"2015-03-17","Tues",23,30,3
"7296",2015-03-17 23:45:00,0,"2015-03-17","Tues",23,45,3
"7297",2015-03-18 00:00:00,0,"2015-03-18","Wed",0,0,3
"7298",2015-03-18 00:15:00,0,"2015-03-18","Wed",0,15,3
"7299",2015-03-18 00:30:00,0,"2015-03-18","Wed",0,30,3
"7300",2015-03-18 00:45:00,0,"2015-03-18","Wed",0,45,3
"7301",2015-03-18 01:00:00,0,"2015-03-18","Wed",1,0,3
